ATC code_L1,href_L1,name_L1,ATC code_L2,href_L2,name_L2,ATC code_L3,href_L3,name_L3,ATC code_L4,href_L4,name_L4,ATC code_L5,Name_L5,DDD_L5,U_L5,Adm.R_L5,Note_L5,href_L5,flag_DDD
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,https://atcddd.fhi.no/atc_ddd_index/?code=M01AE&showdescription=no,Propionic acid derivatives,M01AE57,naproxen and diphenhydramine,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AE&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,Fenamates,M01AG01,mefenamic acid,1,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,Fenamates,M01AG02,tolfenamic acid,0.3,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,Fenamates,M01AG02,tolfenamic acid,0.3,g,R,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,Fenamates,M01AG03,flufenamic acid,0.5,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,Fenamates,M01AG04,meclofenamic acid,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AG&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH01,celecoxib,0.2,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH02,rofecoxib,25,mg,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH03,valdecoxib,10,mg,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH04,parecoxib,40,mg,P,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH05,etoricoxib,60,mg,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH06,lumiracoxib,0.1,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,Coxibs,M01AH07,polmacoxib,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AH&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX01,nabumetone,1,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX02,niflumic acid,0.75,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX04,azapropazone,0.75,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX05,glucosamine,1.5,g,O,Refers to glucosamine sulfate,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX07,benzydamine,0.15,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX07,benzydamine,0.15,g,R,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX12,glucosaminoglycan polysulfate,50,mg,P,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX13,proquazone,0.9,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX13,proquazone,0.9,g,R,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX14,orgotein,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX17,nimesulide,0.2,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX18,feprazone,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX21,diacerein,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX22,morniflumate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX23,tenidap,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX24,oxaceprol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX25,chondroitin sulfate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX26,"avocado and soyabean oil, unsaponifiables",,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,https://atcddd.fhi.no/atc_ddd_index/?code=M01A&showdescription=no,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX68,"feprazone, combinations",,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01AX&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,https://atcddd.fhi.no/atc_ddd_index/?code=M01B&showdescription=no,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,Antiinflammatory/antirheumatic agents in combination with corticosteroids,M01BA01,phenylbutazone and corticosteroids,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,https://atcddd.fhi.no/atc_ddd_index/?code=M01B&showdescription=no,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,Antiinflammatory/antirheumatic agents in combination with corticosteroids,M01BA02,dipyrocetyl and corticosteroids,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,https://atcddd.fhi.no/atc_ddd_index/?code=M01B&showdescription=no,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BA,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,Antiinflammatory/antirheumatic agents in combination with corticosteroids,M01BA03,acetylsalicylic acid and corticosteroids,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01BA&showdescription=no,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01B,https://atcddd.fhi.no/atc_ddd_index/?code=M01B&showdescription=no,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01BX,https://atcddd.fhi.no/atc_ddd_index/?code=M01BX&showdescription=no,Other antiinflammatory/antirheumatic agents in combination with other drugs,,oxycinchophen,,,,,,0
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CA,https://atcddd.fhi.no/atc_ddd_index/?code=M01CA&showdescription=no,Quinolines,M01CA03,oxycinchophen,1.5,g,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CA&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,Gold preparations,M01CB01,sodium aurothiomalate,2.4,mg,P,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,Gold preparations,M01CB02,sodium aurotiosulfate,14,mg,P,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,Gold preparations,M01CB03,auranofin,6,mg,O,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,Gold preparations,M01CB04,aurothioglucose,2.4,mg,P,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,1
M,https://atcddd.fhi.no/atc_ddd_index/?code=M&showdescription=no,MUSCULO-SKELETAL SYSTEM,M01,https://atcddd.fhi.no/atc_ddd_index/?code=M01&showdescription=no,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,https://atcddd.fhi.no/atc_ddd_index/?code=M01C&showdescription=no,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,Gold preparations,M01CB05,aurotioprol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=M01CB&showdescription=no,0
